"Notes"	"County"	"County Code"	"Month"	"Month Code"	Births
	"Montgomery County, AL"	"01101"	"August"	"8"	282
	"Montgomery County, AL"	"01101"	"September"	"9"	283
	"Montgomery County, AL"	"01101"	"October"	"10"	292
	"Montgomery County, AL"	"01101"	"November"	"11"	272
	"Montgomery County, AL"	"01101"	"December"	"12"	304
"Total"	"Montgomery County, AL"	"01101"			3254
	"Morgan County, AL"	"01103"	"January"	"1"	111
	"Morgan County, AL"	"01103"	"February"	"2"	104
	"Morgan County, AL"	"01103"	"March"	"3"	114
	"Morgan County, AL"	"01103"	"April"	"4"	110
	"Morgan County, AL"	"01103"	"May"	"5"	119
	"Morgan County, AL"	"01103"	"June"	"6"	109
	"Morgan County, AL"	"01103"	"July"	"7"	134
	"Morgan County, AL"	"01103"	"August"	"8"	122
	"Morgan County, AL"	"01103"	"September"	"9"	104
	"Morgan County, AL"	"01103"	"October"	"10"	114
	"Morgan County, AL"	"01103"	"November"	"11"	114
	"Morgan County, AL"	"01103"	"December"	"12"	110
"Total"	"Morgan County, AL"	"01103"			1365
	"Shelby County, AL"	"01117"	"January"	"1"	193
	"Shelby County, AL"	"01117"	"February"	"2"	194
	"Shelby County, AL"	"01117"	"March"	"3"	213
	"Shelby County, AL"	"01117"	"April"	"4"	173
	"Shelby County, AL"	"01117"	"May"	"5"	201
	"Shelby County, AL"	"01117"	"June"	"6"	177
	"Shelby County, AL"	"01117"	"July"	"7"	217
	"Shelby County, AL"	"01117"	"August"	"8"	224
	"Shelby County, AL"	"01117"	"September"	"9"	217
	"Shelby County, AL"	"01117"	"October"	"10"	195
	"Shelby County, AL"	"01117"	"November"	"11"	192
	"Shelby County, AL"	"01117"	"December"	"12"	214
"Total"	"Shelby County, AL"	"01117"			2410
	"Tuscaloosa County, AL"	"01125"	"January"	"1"	193
	"Tuscaloosa County, AL"	"01125"	"February"	"2"	203
	"Tuscaloosa County, AL"	"01125"	"March"	"3"	201
	"Tuscaloosa County, AL"	"01125"	"April"	"4"	199
	"Tuscaloosa County, AL"	"01125"	"May"	"5"	191
	"Tuscaloosa County, AL"	"01125"	"June"	"6"	214
	"Tuscaloosa County, AL"	"01125"	"July"	"7"	222
	"Tuscaloosa County, AL"	"01125"	"August"	"8"	227
	"Tuscaloosa County, AL"	"01125"	"September"	"9"	214
	"Tuscaloosa County, AL"	"01125"	"October"	"10"	220
	"Tuscaloosa County, AL"	"01125"	"November"	"11"	194
	"Tuscaloosa County, AL"	"01125"	"December"	"12"	243
"Total"	"Tuscaloosa County, AL"	"01125"			2521
	"Unidentified Counties, AL"	"01999"	"January"	"1"	1937
	"Unidentified Counties, AL"	"01999"	"February"	"2"	1795
	"Unidentified Counties, AL"	"01999"	"March"	"3"	1789
	"Unidentified Counties, AL"	"01999"	"April"	"4"	1857
	"Unidentified Counties, AL"	"01999"	"May"	"5"	1811
	"Unidentified Counties, AL"	"01999"	"June"	"6"	1887
	"Unidentified Counties, AL"	"01999"	"July"	"7"	2013
	"Unidentified Counties, AL"	"01999"	"August"	"8"	1994
	"Unidentified Counties, AL"	"01999"	"September"	"9"	2029
	"Unidentified Counties, AL"	"01999"	"October"	"10"	2057
	"Unidentified Counties, AL"	"01999"	"November"	"11"	1776
	"Unidentified Counties, AL"	"01999"	"December"	"12"	2179
"Total"	"Unidentified Counties, AL"	"01999"			23124
	"Anchorage Borough, AK"	"02020"	"January"	"1"	396
	"Anchorage Borough, AK"	"02020"	"February"	"2"	397
	"Anchorage Borough, AK"	"02020"	"March"	"3"	366
	"Anchorage Borough, AK"	"02020"	"April"	"4"	384
	"Anchorage Borough, AK"	"02020"	"May"	"5"	394
	"Anchorage Borough, AK"	"02020"	"June"	"6"	392
	"Anchorage Borough, AK"	"02020"	"July"	"7"	440
	"Anchorage Borough, AK"	"02020"	"August"	"8"	401
	"Anchorage Borough, AK"	"02020"	"September"	"9"	383
	"Anchorage Borough, AK"	"02020"	"October"	"10"	412
	"Anchorage Borough, AK"	"02020"	"November"	"11"	371
	"Anchorage Borough, AK"	"02020"	"December"	"12"	355
"Total"	"Anchorage Borough, AK"	"02020"			4691
	"Unidentified Counties, AK"	"02999"	"January"	"1"	556
	"Unidentified Counties, AK"	"02999"	"February"	"2"	498
	"Unidentified Counties, AK"	"02999"	"March"	"3"	548
	"Unidentified Counties, AK"	"02999"	"April"	"4"	576
	"Unidentified Counties, AK"	"02999"	"May"	"5"	603
	"Unidentified Counties, AK"	"02999"	"June"	"6"	529
	"Unidentified Counties, AK"	"02999"	"July"	"7"	570
	"Unidentified Counties, AK"	"02999"	"August"	"8"	576
	"Unidentified Counties, AK"	"02999"	"September"	"9"	578
	"Unidentified Counties, AK"	"02999"	"October"	"10"	566
	"Unidentified Counties, AK"	"02999"	"November"	"11"	523
	"Unidentified Counties, AK"	"02999"	"December"	"12"	578
"Total"	"Unidentified Counties, AK"	"02999"			6701
	"Cochise County, AZ"	"04003"	"January"	"1"	152
	"Cochise County, AZ"	"04003"	"February"	"2"	118
	"Cochise County, AZ"	"04003"	"March"	"3"	139
	"Cochise County, AZ"	"04003"	"April"	"4"	131
	"Cochise County, AZ"	"04003"	"May"	"5"	128
	"Cochise County, AZ"	"04003"	"June"	"6"	139
	"Cochise County, AZ"	"04003"	"July"	"7"	155
	"Cochise County, AZ"	"04003"	"August"	"8"	136
	"Cochise County, AZ"	"04003"	"September"	"9"	143
	"Cochise County, AZ"	"04003"	"October"	"10"	152
	"Cochise County, AZ"	"04003"	"November"	"11"	126
	"Cochise County, AZ"	"04003"	"December"	"12"	129
"Total"	"Cochise County, AZ"	"04003"			1648
	"Coconino County, AZ"	"04005"	"January"	"1"	140
	"Coconino County, AZ"	"04005"	"February"	"2"	108
	"Coconino County, AZ"	"04005"	"March"	"3"	151
	"Coconino County, AZ"	"04005"	"April"	"4"	120
	"Coconino County, AZ"	"04005"	"May"	"5"	160
	"Coconino County, AZ"	"04005"	"June"	"6"	154
	"Coconino County, AZ"	"04005"	"July"	"7"	163
	"Coconino County, AZ"	"04005"	"August"	"8"	134
	"Coconino County, AZ"	"04005"	"September"	"9"	124
	"Coconino County, AZ"	"04005"	"October"	"10"	154
	"Coconino County, AZ"	"04005"	"November"	"11"	153
	"Coconino County, AZ"	"04005"	"December"	"12"	144
"Total"	"Coconino County, AZ"	"04005"			1705
	"Maricopa County, AZ"	"04013"	"January"	"1"	4618
	"Maricopa County, AZ"	"04013"	"February"	"2"	4278
	"Maricopa County, AZ"	"04013"	"March"	"3"	4542
	"Maricopa County, AZ"	"04013"	"April"	"4"	4214
	"Maricopa County, AZ"	"04013"	"May"	"5"	4367
	"Maricopa County, AZ"	"04013"	"June"	"6"	4327
	"Maricopa County, AZ"	"04013"	"July"	"7"	4879
	"Maricopa County, AZ"	"04013"	"August"	"8"	4889
	"Maricopa County, AZ"	"04013"	"September"	"9"	5000
	"Maricopa County, AZ"	"04013"	"October"	"10"	4875
	"Maricopa County, AZ"	"04013"	"November"	"11"	4485
	"Maricopa County, AZ"	"04013"	"December"	"12"	4936
"Total"	"Maricopa County, AZ"	"04013"			55410
	"Mohave County, AZ"	"04015"	"January"	"1"	165
	"Mohave County, AZ"	"04015"	"February"	"2"	146
	"Mohave County, AZ"	"04015"	"March"	"3"	148
	"Mohave County, AZ"	"04015"	"April"	"4"	156
	"Mohave County, AZ"	"04015"	"May"	"5"	138
	"Mohave County, AZ"	"04015"	"June"	"6"	152
	"Mohave County, AZ"	"04015"	"July"	"7"	176
	"Mohave County, AZ"	"04015"	"August"	"8"	167
	"Mohave County, AZ"	"04015"	"September"	"9"	173
	"Mohave County, AZ"	"04015"	"October"	"10"	145
	"Mohave County, AZ"	"04015"	"November"	"11"	142
	"Mohave County, AZ"	"04015"	"December"	"12"	161
"Total"	"Mohave County, AZ"	"04015"			1869
	"Navajo County, AZ"	"04017"	"January"	"1"	135
	"Navajo County, AZ"	"04017"	"February"	"2"	124
	"Navajo County, AZ"	"04017"	"March"	"3"	134
	"Navajo County, AZ"	"04017"	"April"	"4"	128
	"Navajo County, AZ"	"04017"	"May"	"5"	127
	"Navajo County, AZ"	"04017"	"June"	"6"	125
	"Navajo County, AZ"	"04017"	"July"	"7"	141
	"Navajo County, AZ"	"04017"	"August"	"8"	150
	"Navajo County, AZ"	"04017"	"September"	"9"	150
	"Navajo County, AZ"	"04017"	"October"	"10"	128
	"Navajo County, AZ"	"04017"	"November"	"11"	139
	"Navajo County, AZ"	"04017"	"December"	"12"	136
"Total"	"Navajo County, AZ"	"04017"			1617
	"Pima County, AZ"	"04019"	"January"	"1"	1032
	"Pima County, AZ"	"04019"	"February"	"2"	906
	"Pima County, AZ"	"04019"	"March"	"3"	967
	"Pima County, AZ"	"04019"	"April"	"4"	918
	"Pima County, AZ"	"04019"	"May"	"5"	958
	"Pima County, AZ"	"04019"	"June"	"6"	957
	"Pima County, AZ"	"04019"	"July"	"7"	1066
	"Pima County, AZ"	"04019"	"August"	"8"	1096
	"Pima County, AZ"	"04019"	"September"	"9"	987
	"Pima County, AZ"	"04019"	"October"	"10"	1039
	"Pima County, AZ"	"04019"	"November"	"11"	922
	"Pima County, AZ"	"04019"	"December"	"12"	1016
"Total"	"Pima County, AZ"	"04019"			11864
	"Pinal County, AZ"	"04021"	"January"	"1"	379
	"Pinal County, AZ"	"04021"	"February"	"2"	321
	"Pinal County, AZ"	"04021"	"March"	"3"	369
	"Pinal County, AZ"	"04021"	"April"	"4"	353
	"Pinal County, AZ"	"04021"	"May"	"5"	364
	"Pinal County, AZ"	"04021"	"June"	"6"	338
	"Pinal County, AZ"	"04021"	"July"	"7"	411
	"Pinal County, AZ"	"04021"	"August"	"8"	438
	"Pinal County, AZ"	"04021"	"September"	"9"	399
	"Pinal County, AZ"	"04021"	"October"	"10"	393
	"Pinal County, AZ"	"04021"	"November"	"11"	345
	"Pinal County, AZ"	"04021"	"December"	"12"	381
"Total"	"Pinal County, AZ"	"04021"			4491
	"Yavapai County, AZ"	"04025"	"January"	"1"	175
	"Yavapai County, AZ"	"04025"	"February"	"2"	139
	"Yavapai County, AZ"	"04025"	"March"	"3"	160
	"Yavapai County, AZ"	"04025"	"April"	"4"	166
	"Yavapai County, AZ"	"04025"	"May"	"5"	139
	"Yavapai County, AZ"	"04025"	"June"	"6"	161
	"Yavapai County, AZ"	"04025"	"July"	"7"	181
	"Yavapai County, AZ"	"04025"	"August"	"8"	176
	"Yavapai County, AZ"	"04025"	"September"	"9"	160
	"Yavapai County, AZ"	"04025"	"October"	"10"	179
	"Yavapai County, AZ"	"04025"	"November"	"11"	154
	"Yavapai County, AZ"	"04025"	"December"	"12"	158
"Total"	"Yavapai County, AZ"	"04025"			1948
	"Yuma County, AZ"	"04027"	"January"	"1"	260
	"Yuma County, AZ"	"04027"	"February"	"2"	242
	"Yuma County, AZ"	"04027"	"March"	"3"	248
	"Yuma County, AZ"	"04027"	"April"	"4"	201
	"Yuma County, AZ"	"04027"	"May"	"5"	257
	"Yuma County, AZ"	"04027"	"June"	"6"	238
	"Yuma County, AZ"	"04027"	"July"	"7"	260
	"Yuma County, AZ"	"04027"	"August"	"8"	277
	"Yuma County, AZ"	"04027"	"September"	"9"	273
	"Yuma County, AZ"	"04027"	"October"	"10"	241
	"Yuma County, AZ"	"04027"	"November"	"11"	273
	"Yuma County, AZ"	"04027"	"December"	"12"	292
"Total"	"Yuma County, AZ"	"04027"			3062
	"Unidentified Counties, AZ"	"04999"	"January"	"1"	277
	"Unidentified Counties, AZ"	"04999"	"February"	"2"	228
	"Unidentified Counties, AZ"	"04999"	"March"	"3"	239
	"Unidentified Counties, AZ"	"04999"	"April"	"4"	300
	"Unidentified Counties, AZ"	"04999"	"May"	"5"	271
	"Unidentified Counties, AZ"	"04999"	"June"	"6"	270
	"Unidentified Counties, AZ"	"04999"	"July"	"7"	319
	"Unidentified Counties, AZ"	"04999"	"August"	"8"	273
	"Unidentified Counties, AZ"	"04999"	"September"	"9"	271
	"Unidentified Counties, AZ"	"04999"	"October"	"10"	269
	"Unidentified Counties, AZ"	"04999"	"November"	"11"	284
	"Unidentified Counties, AZ"	"04999"	"December"	"12"	272
"Total"	"Unidentified Counties, AZ"	"04999"			3273
	"Benton County, AR"	"05007"	"January"	"1"	283
	"Benton County, AR"	"05007"	"February"	"2"	276
	"Benton County, AR"	"05007"	"March"	"3"	313
	"Benton County, AR"	"05007"	"April"	"4"	280
	"Benton County, AR"	"05007"	"May"	"5"	295
	"Benton County, AR"	"05007"	"June"	"6"	299
	"Benton County, AR"	"05007"	"July"	"7"	298
	"Benton County, AR"	"05007"	"August"	"8"	314
	"Benton County, AR"	"05007"	"September"	"9"	289
	"Benton County, AR"	"05007"	"October"	"10"	321
	"Benton County, AR"	"05007"	"November"	"11"	298
	"Benton County, AR"	"05007"	"December"	"12"	300
"Total"	"Benton County, AR"	"05007"			3566
	"Faulkner County, AR"	"05045"	"January"	"1"	140
	"Faulkner County, AR"	"05045"	"February"	"2"	118
	"Faulkner County, AR"	"05045"	"March"	"3"	106
	"Faulkner County, AR"	"05045"	"April"	"4"	119
	"Faulkner County, AR"	"05045"	"May"	"5"	134
	"Faulkner County, AR"	"05045"	"June"	"6"	108
	"Faulkner County, AR"	"05045"	"July"	"7"	131
	"Faulkner County, AR"	"05045"	"August"	"8"	132
	"Faulkner County, AR"	"05045"	"September"	"9"	119
	"Faulkner County, AR"	"05045"	"October"	"10"	152
	"Faulkner County, AR"	"05045"	"November"	"11"	122
	"Faulkner County, AR"	"05045"	"December"	"12"	141
"Total"	"Faulkner County, AR"	"05045"			1522
	"Pulaski County, AR"	"05119"	"January"	"1"	497
	"Pulaski County, AR"	"05119"	"February"	"2"	439
	"Pulaski County, AR"	"05119"	"March"	"3"	449
	"Pulaski County, AR"	"05119"	"April"	"4"	440
	"Pulaski County, AR"	"05119"	"May"	"5"	461
	"Pulaski County, AR"	"05119"	"June"	"6"	486
	"Pulaski County, AR"	"05119"	"July"	"7"	485
	"Pulaski County, AR"	"05119"	"August"	"8"	489
	"Pulaski County, AR"	"05119"	"September"	"9"	463
	"Pulaski County, AR"	"05119"	"October"	"10"	480
	"Pulaski County, AR"	"05119"	"November"	"11"	453
	"Pulaski County, AR"	"05119"	"December"	"12"	499
"Total"	"Pulaski County, AR"	"05119"			5641
	"Saline County, AR"	"05125"	"January"	"1"	97
	"Saline County, AR"	"05125"	"February"	"2"	107
	"Saline County, AR"	"05125"	"March"	"3"	121
	"Saline County, AR"	"05125"	"April"	"4"	119
	"Saline County, AR"	"05125"	"May"	"5"	112
	"Saline County, AR"	"05125"	"June"	"6"	107
	"Saline County, AR"	"05125"	"July"	"7"	123
	"Saline County, AR"	"05125"	"August"	"8"	109
	"Saline County, AR"	"05125"	"September"	"9"	119
	"Saline County, AR"	"05125"	"October"	"10"	104
	"Saline County, AR"	"05125"	"November"	"11"	119
	"Saline County, AR"	"05125"	"December"	"12"	127
"Total"	"Saline County, AR"	"05125"			1364
	"Sebastian County, AR"	"05131"	"January"	"1"	144
	"Sebastian County, AR"	"05131"	"February"	"2"	131
	"Sebastian County, AR"	"05131"	"March"	"3"	148
	"Sebastian County, AR"	"05131"	"April"	"4"	144
	"Sebastian County, AR"	"05131"	"May"	"5"	136
	"Sebastian County, AR"	"05131"	"June"	"6"	145
	"Sebastian County, AR"	"05131"	"July"	"7"	149
	"Sebastian County, AR"	"05131"	"August"	"8"	139
	"Sebastian County, AR"	"05131"	"September"	"9"	163
	"Sebastian County, AR"	"05131"	"October"	"10"	152
	"Sebastian County, AR"	"05131"	"November"	"11"	136
	"Sebastian County, AR"	"05131"	"December"	"12"	153
"Total"	"Sebastian County, AR"	"05131"			1740
	"Washington County, AR"	"05143"	"January"	"1"	252
	"Washington County, AR"	"05143"	"February"	"2"	219
	"Washington County, AR"	"05143"	"March"	"3"	268
	"Washington County, AR"	"05143"	"April"	"4"	265
	"Washington County, AR"	"05143"	"May"	"5"	258
	"Washington County, AR"	"05143"	"June"	"6"	241
	"Washington County, AR"	"05143"	"July"	"7"	285
	"Washington County, AR"	"05143"	"August"	"8"	242
	"Washington County, AR"	"05143"	"September"	"9"	286
	"Washington County, AR"	"05143"	"October"	"10"	242
	"Washington County, AR"	"05143"	"November"	"11"	224
	"Washington County, AR"	"05143"	"December"	"12"	299
"Total"	"Washington County, AR"	"05143"			3081
	"Unidentified Counties, AR"	"05999"	"January"	"1"	1815
	"Unidentified Counties, AR"	"05999"	"February"	"2"	1598
	"Unidentified Counties, AR"	"05999"	"March"	"3"	1641
	"Unidentified Counties, AR"	"05999"	"April"	"4"	1721
	"Unidentified Counties, AR"	"05999"	"May"	"5"	1750
	"Unidentified Counties, AR"	"05999"	"June"	"6"	1699
	"Unidentified Counties, AR"	"05999"	"July"	"7"	1839
	"Unidentified Counties, AR"	"05999"	"August"	"8"	1968
	"Unidentified Counties, AR"	"05999"	"September"	"9"	1825
	"Unidentified Counties, AR"	"05999"	"October"	"10"	1961
	"Unidentified Counties, AR"	"05999"	"November"	"11"	1825
	"Unidentified Counties, AR"	"05999"	"December"	"12"	1955
"Total"	"Unidentified Counties, AR"	"05999"			21597
	"Alameda County, CA"	"06001"	"January"	"1"	1582
	"Alameda County, CA"	"06001"	"February"	"2"	1482
	"Alameda County, CA"	"06001"	"March"	"3"	1585
	"Alameda County, CA"	"06001"	"April"	"4"	1611
	"Alameda County, CA"	"06001"	"May"	"5"	1691
	"Alameda County, CA"	"06001"	"June"	"6"	1609
	"Alameda County, CA"	"06001"	"July"	"7"	1652
	"Alameda County, CA"	"06001"	"August"	"8"	1738
	"Alameda County, CA"	"06001"	"September"	"9"	1717
	"Alameda County, CA"	"06001"	"October"	"10"	1738
	"Alameda County, CA"	"06001"	"November"	"11"	1620
	"Alameda County, CA"	"06001"	"December"	"12"	1625
"Total"	"Alameda County, CA"	"06001"			19650
	"Butte County, CA"	"06007"	"January"	"1"	185
	"Butte County, CA"	"06007"	"February"	"2"	209
	"Butte County, CA"	"06007"	"March"	"3"	201
	"Butte County, CA"	"06007"	"April"	"4"	181
	"Butte County, CA"	"06007"	"May"	"5"	208
	"Butte County, CA"	"06007"	"June"	"6"	200
	"Butte County, CA"	"06007"	"July"	"7"	218
	"Butte County, CA"	"06007"	"August"	"8"	205
	"Butte County, CA"	"06007"	"September"	"9"	215
	"Butte County, CA"	"06007"	"October"	"10"	202
	"Butte County, CA"	"06007"	"November"	"11"	212
	"Butte County, CA"	"06007"	"December"	"12"	245
"Total"	"Butte County, CA"	"06007"			2481
	"Contra Costa County, CA"	"06013"	"January"	"1"	997
	"Contra Costa County, CA"	"06013"	"February"	"2"	932
	"Contra Costa County, CA"	"06013"	"March"	"3"	1057
	"Contra Costa County, CA"	"06013"	"April"	"4"	992
	"Contra Costa County, CA"	"06013"	"May"	"5"	1069
	"Contra Costa County, CA"	"06013"	"June"	"6"	1011
	"Contra Costa County, CA"	"06013"	"July"	"7"	1135
	"Contra Costa County, CA"	"06013"	"August"	"8"	1139
	"Contra Costa County, CA"	"06013"	"September"	"9"	1090
	"Contra Costa County, CA"	"06013"	"October"	"10"	1085
	"Contra Costa County, CA"	"06013"	"November"	"11"	1046
	"Contra Costa County, CA"	"06013"	"December"	"12"	1004
"Total"	"Contra Costa County, CA"	"06013"			12557
	"El Dorado County, CA"	"06017"	"January"	"1"	133
	"El Dorado County, CA"	"06017"	"February"	"2"	127
	"El Dorado County, CA"	"06017"	"March"	"3"	133
	"El Dorado County, CA"	"06017"	"April"	"4"	138
	"El Dorado County, CA"	"06017"	"May"	"5"	129
	"El Dorado County, CA"	"06017"	"June"	"6"	145
	"El Dorado County, CA"	"06017"	"July"	"7"	151
	"El Dorado County, CA"	"06017"	"August"	"8"	148
	"El Dorado County, CA"	"06017"	"September"	"9"	134
	"El Dorado County, CA"	"06017"	"October"	"10"	131
	"El Dorado County, CA"	"06017"	"November"	"11"	135
	"El Dorado County, CA"	"06017"	"December"	"12"	114
"Total"	"El Dorado County, CA"	"06017"			1618
	"Fresno County, CA"	"06019"	"January"	"1"	1270
	"Fresno County, CA"	"06019"	"February"	"2"	1158
	"Fresno County, CA"	"06019"	"March"	"3"	1274
	"Fresno County, CA"	"06019"	"April"	"4"	1235
	"Fresno County, CA"	"06019"	"May"	"5"	1331
	"Fresno County, CA"	"06019"	"June"	"6"	1300
	"Fresno County, CA"	"06019"	"July"	"7"	1433
	"Fresno County, CA"	"06019"	"August"	"8"	1384
	"Fresno County, CA"	"06019"	"September"	"9"	1392
	"Fresno County, CA"	"06019"	"October"	"10"	1391
	"Fresno County, CA"	"06019"	"November"	"11"	1270
	"Fresno County, CA"	"06019"	"December"	"12"	1324
"Total"	"Fresno County, CA"	"06019"			15762
	"Humboldt County, CA"	"06023"	"January"	"1"	113
	"Humboldt County, CA"	"06023"	"February"	"2"	93
	"Humboldt County, CA"	"06023"	"March"	"3"	128
	"Humboldt County, CA"	"06023"	"April"	"4"	119
	"Humboldt County, CA"	"06023"	"May"	"5"	123
	"Humboldt County, CA"	"06023"	"June"	"6"	139
	"Humboldt County, CA"	"06023"	"July"	"7"	119
	"Humboldt County, CA"	"06023"	"August"	"8"	129
	"Humboldt County, CA"	"06023"	"September"	"9"	134
	"Humboldt County, CA"	"06023"	"October"	"10"	130
	"Humboldt County, CA"	"06023"	"November"	"11"	117
	"Humboldt County, CA"	"06023"	"December"	"12"	124
"Total"	"Humboldt County, CA"	"06023"			1468
	"Imperial County, CA"	"06025"	"January"	"1"	260
	"Imperial County, CA"	"06025"	"February"	"2"	216
	"Imperial County, CA"	"06025"	"March"	"3"	256
	"Imperial County, CA"	"06025"	"April"	"4"	262
	"Imperial County, CA"	"06025"	"May"	"5"	216
	"Imperial County, CA"	"06025"	"June"	"6"	233
	"Imperial County, CA"	"06025"	"July"	"7"	278
