-93.071968,34.188571,Pilot Travel Center; 80 Truck Parking Spots; #0492,(870) 245-3119,I-30 Exit 78; 170 Valley St,Caddo Valley,AR,71923,USA
-92.128799,34.7779,Pilot Travel Center; 100 Truck Parking Spots; #0332,(501) 945-2226,I-40 Exit 161; 3300 Hwy 391 North,Little Rock,AR,72117,USA
-93.093699,35.280262,Pilot Travel Center; RV Lanes; 130 Truck Parking Spots; #0430,(479) 967-7414,I-40 Exit 84; 215 SR331 North,Russellville,AR,72802,USA
-93.0892655,35.28356781,Flying J; RV Lanes/RV Dump/Propane; 165 Truck Parking Spots/RV Parking; #0605,(479) 890-6161,I-40 Exit 84; 42 Bradley Cove Rd,Russellville,AR,72801,USA
-94.206232,36.175713,Pilot Travel Center; RV Lanes; 75 Truck Parking Spots; #0145,(479) 872-6100,US 412 & 71 Bypass; 5660 West Sunset Ave,Springdale,AR,72762,USA
-93.9481,33.51306,Flying J; RV Lanes/RV Dump/Propane; 157 Truck Parking Spots/RV Parking; #0606,(870) 774-3595,I-30 Exit 7; 8300 Hwy 108,Texarkana,AR,71854,USA
-90.1442,35.15389,Flying J; RV Lanes/RV Dump/Propane; 225 Truck Parking Spots/RV Parking; #0607,(870) 735-8200,I-40 Exit 280/I-55 Exit 4; 3400 Service Loop Rd,West Memphis,AR,72301,USA
-90.135499,35.1577,Pilot Travel Center; RV Lanes; 150 Truck Parking Spots; #0429,(870) 732-1202,I-40 Exit 280; 1100 Martin Luther,West Memphis,AR,72301,USA
-112.272892,33.457,Pilot Travel Center; RV Dump; 145 Truck Parking Spots; #0459,(623) 936-0900,I-10 Exit 133; 900 North 99th Ave,Avondale,AZ,85323,USA
-111.822212,35.237934,Pilot Travel Center; RV Lanes; 90 Truck Parking Spots/RV Parking; #0180,(928) 773-0180,I-40 Exit 185; 12500 West I-40,Bellemont,AZ,86015,USA
-114.523056,33.601667,Flying J; RV Lanes/Propane; 300 Truck Parking Spots/RV Parking; #0608,(928) 923-9600,I-10 Exit 1; North Frontage Rd,Ehrenberg,AZ,85334,USA
-111.549788,32.737992,Pilot Travel Center; RV Lanes/RV Dump/Propane; 145 Truck Parking Spots; #0458,(520) 466-7550,I-10 Exit 208; 619 South Sunshine Blvd,Eloy,AZ,85231,USA
-111.550188,32.731596,Flying J; RV Lanes/RV Dump; 350 Truck Parking Spots/RV Parking; #0609,(520) 466-9204,I-10 Exit 208A; 16189 South Sunshine Blvd,Eloy,AZ,85231,USA
-114.006739,35.219527,Flying J; RV Lanes/RV Dump/Propane; 95 Truck Parking Spots/RV Parking; #0610,(928) 757-7300,I-40 Exit 53; 3300 E Andy Devine Ave,Kingman,AZ,86401,USA
-114.315875,34.727755,Pilot Travel Center; RV Lanes; 85 Truck Parking Spots; #0211,(928) 764-2410,I-40 Exit 9; 14750 South Hwy 95,Lake Havasu City,AZ,86404,USA
-112.204436,33.460979,Flying J; RV Lanes/RV Dump/Propane; 185 Truck Parking Spots/RV Parking; #0611,(623) 936-1118,I-10 Exit 137; 6700 West Latham,Phoenix,AZ,85043,USA
-114.236496,33.662075,Pilot Travel Center; 100 Truck Parking Spots; #0328,(928) 927-7777,I-10 Exit 17; 1201 West Main St,Quartzsite,AZ,85359,USA
-110.964319,31.432068,Pilot Travel Center; 90 Truck Parking Spots; #0279,(520) 377-0001,I-19 Exit 12; 769 East Frontage Rd,Rio Rico,AZ,85648,USA
-110.874528,32.126239,Pilot Travel Center; RV Lanes/RV Dump/Propane; 80 Truck Parking Spots; #0593,(520) 663-3348,I-10 Exit 268; 5570 East Travel Plaza Way,Tucson,AZ,85756,USA
-110.674243,35.015442,Flying J; RV Lanes/RV Dump/Propane; 250 Truck Parking Spots/RV Parking; #0612,(928) 289-2081,I-40 Exit 255; 400 Transcon Ln,Winslow,AZ,86047,USA
-114.4450611,32.67316944,Flying J; RV Lanes/Propane; 100 Truck Parking Spots; #0505,(928) 342-2696,I-8 Exit 12; 10800 North Frontage Rd,Yuma,AZ,85367,USA
-122.265,49.02,Flying J - Cardlock; 80 Truck Parking Spots; #0827,(604) 855-0665,929 Coutts Way & Sumas Way,Abbotsford,BC,V2S 4N2,CAN
-122.955708,49.169561,Flying J; 4 Truck Parking Spots; #0798,(604) 521-4445,1291 Cliveden Ave,Annacis Island Delta,BC,V5M 6G4,CAN
-122.006942,49.14751,Flying J; 21 Truck Parking Spots; #0799,(604) 795-7265,Hwy 1 Exit 116; 7970 Lickman Road,Chilliwack,BC,V2R 1A9,CAN
-115.752,49.536,Flying J - Cardlock; 80 Truck Parking Spots; #0828,(250) 426-3763,2209 Theatre Rd,Cranbrook,BC,V1C 4H4,CAN
-116.524,49.113,Flying J - Cardlock; 80 Truck Parking Spots; #0829,(250) 428-7131,1411 Northwest Blvd,Creston,BC,V0B 1G6,CAN
-120.251,55.766,Flying J - Cardlock; 80 Truck Parking Spots; #0830,(250) 782-3111,1725 Alaska Ave,Dawson Creek,BC,V1G 1P5,CAN
-121.51577,49.365141,Flying J; 50 Truck Parking Spots; #0861,(604) 860-4601,Hwy 1 Exit 168; 63100 Flood Hope Rd,Hope,BC,V0X 1L2,CAN
-122.879,49.23,Flying J - Cardlock; 80 Truck Parking Spots; #0832,(604) 522-6511,Hwy 1 Exit 40; 24 Braid St,New Westminster,BC,V3L 3P3,CAN
-122.73472,53.876661,Flying J - Cardlock; RV Dump; 5 Truck Parking Spots; #0801,(250) 563-1677,4869 Continental Way,Prince George,BC,V2N 5S5,CAN
-123.024,49.205,Flying J - Cardlock; Propane; 130 Truck Parking Spots; #0802,(604) 454-9578,8655 Boundary Rd,Vancouver,BC,V5S 4H3,CAN
-119.188625,35.531855,Flying J; RV Lanes/RV Dump/Propane; 250 Truck Parking Spots/RV Parking; #0613,(661) 392-5300,Hwy 99 Exit Merced Ave.; 17047 Zachary Ave,Bakersfield,CA,93308,USA
-117.088276,34.854825,Pilot Travel Center; 30 Truck Parking Spots; #0282,(760) 253-2861,I-15 Exit 178; 2591 Commerce Pkwy,Barstow,CA,92311,USA
-117.080629,34.853824,Flying J; RV Lanes/RV Dump/Propane; 171 Truck Parking Spots/RV Parking; #0614,(760) 253-7043,I-15 Exit 178; 2611 Fisher Rd,Barstow,CA,92311,USA
-117.5416,34.9923,Pilot Travel Center; 50 Truck Parking Spots; #0200,(760) 762-0041,US 395 & US 58; 5725 Hwy 58,Boron,CA,93516,USA
-118.6202,34.494,Pilot Travel Center; 50 Truck Parking Spots; #0372,(661) 257-2800,I-5 Exit 176; 31642 Castaic Rd,Castaic,CA,91384,USA
-121.950843,38.863014,Pilot Travel Center; Propane; 70 Truck Parking Spots; #0168,(530) 724-3060,I-5 Exit 554; 30035 County Road 8,Dunnigan,CA,95937,USA
-118.887685,34.816577,Flying J; RV Lanes/RV Dump/Propane; 285 Truck Parking Spots/RV Parking; #0616,(661) 248-2600,I-5 Exit 205; 42810 Frazier Mtn,Frazier Park,CA,93243,USA
-117.397892,34.410002,Pilot Travel Center; 300 Truck Parking Spots; #0381,(760) 956-2844,I-15 Exit 141; 8701 Hwy 395,Hesperia,CA,92345,USA
-121.394906,38.117975,Flying J; RV Lanes/RV Dump/Propane; 187 Truck Parking Spots/RV Parking; #0617,(209) 339-4066,I-5 Exit 485; 15100 N Thornton Rd,Lodi,CA,95242,USA
-119.6598,35.6162,Pilot Travel Center; 70 Truck Parking Spots; #0154,(661) 797-2122,I-5 Exit 278; 14808 Warren St,Lost Hills,CA,93249,USA
-120.134294,37.0182,Pilot Travel Center; Propane; 150 Truck Parking Spots; #0365,(559) 673-3878,Hwy 99 Exit 159; 22717 Ave 18 1/2,Madera,CA,93637,USA
-116.5455,33.9023,Pilot Travel Center; 80 Truck Parking Spots; #0307,(760) 329-5562,I-10 Exit 120; 6605 N Indian Canyon,North Palm Springs,CA,92258,USA
-122.208,39.75,Pilot Travel Center; RV Lanes/RV Dump; 75 Truck Parking Spots; #1019,(530) 865-0108,I-5 Exit 619; 4444 Commerce Ln,Orland,CA,95963,USA
-121.164685,37.464504,Flying J; RV Lanes; 134 Truck Parking Spots/RV Parking; #1080,(209) 892-9225,I-5 Exit 434; 2275 Sperry Ave,Patterson,CA,95363,USA
-121.144273,37.755795,Flying J; RV Lanes/RV Dump/Propane; 197 Truck Parking Spots/RV Parking; #0618,(209) 599-4141,Hwy 99 Exit 237; 1501 N Jack Tone Rd,Ripon,CA,95366,USA
-121.537428,38.61722,Pilot Travel Center; RV Dump/Propane; 275 Truck Parking Spots; #0879,(916) 927-4774,I-80 Exit 85; 2828 El Centro Rd,Sacramento,CA,95833,USA
-121.630443,36.664638,Pilot Travel Center; 75 Truck Parking Spots; #0237,(831) 775-0380,US 101 Exit 326; 951 Work St,Salinas,CA,93901,USA
-116.953278,32.568062,Pilot Travel Center; 150 Truck Parking Spots; #0343,(619) 661-9558,i-805 Exit 1B; 1497 Piper Ranch Rd,San Diego,CA,92154,USA
-116.403373,33.817799,Flying J; RV Dump/Propane; 88 Truck Parking Spots/RV Parking; #0765,(760) 343-1500,I-10 Exit 130; 72235 Varner Rd,Thousand Palms,CA,92276,USA
-122.382875,41.39532,Pilot Travel Center; RV Lanes/RV Dump/Propane; 80 Truck Parking Spots; #0137,(530) 938-9600,I-5 Exit 745; 395 e Vista Dr,Weed,CA,96094,USA
-104.793218,39.762873,Flying J; RV Lanes/RV Dump/Propane; 149 Truck Parking Spots/RV Parking; #0619,(303) 366-7600,I-70 Exit 285 (South); 16751 East 32nd Ave,Aurora,CO,80011,USA
-104.949799,39.780349,Pilot Travel Center; 100 Truck Parking Spots; #0316,(303) 292-6303,I-70 Exit 276A; 4640 Steele St,Denver,CO,80216,USA
-108.648641,39.11307,Pilot Travel Center; RV Lanes; 69 Truck Parking Spots; #0592,(970) 245-1495,I-70 Exit 26; 2195 Hwy 6/50,Grand Junction,CO,81505,USA
-103.709823,39.275804,Flying J; RV Lanes/RV Dump/Propane; 200 Truck Parking Spots/RV Parking; #0621,(719) 775-9286,I-70 Exit 359; 2495 Williams Ave,Limon,CO,80828,USA
-106.850088,40.491675,Pilot - Thomas Cardlock; #0781,(970) 879-2804,1694 13th St,Steamboat Springs,CO,80487,USA
-73.024429,41.236887,Pilot Travel Center; 150 Truck Parking Spots; #0255,(203) 876-1266,I-95 Exit 40; 433 Old Gate Rd,Milford,CT,06460,USA
-71.800071,41.441448,Pilot Travel Center; 120 Truck Parking Spots; #0882,(860) 599-2020,I-95 Exit 93; 273 Clarks Falls Rd,North Stonington,CT,06359,USA
-81.983546,30.283593,Pilot Travel Center; 50 Truck Parking Spots; #0087,(904) 266-4238,I-10 Exit 343; 1050 US 301 South,Baldwin,FL,32234,USA
-80.793033,28.3597,Pilot Travel Center; 25 Truck Parking Spots; #0088,(321) 639-0346,I-95 Exit 201; 4455 King St,Cocoa,FL,32926,USA
-82.322396,28.32651,Flying J; RV Lanes/RV Dump/Propane; 180 Truck Parking Spots/RV Parking; #0624,(352) 588-5444,I-75 Exit 285; 29933 SR 52,Dade City,FL,33576,USA
-82.513041,27.5269,Pilot Travel Center; 10 Truck Parking Spots; #0089,(941) 729-6288,I-75 Exit 224; 1526 51st Ave East,Ellenton,FL,34222,USA
-81.802499,26.6558,Pilot Travel Center; 80 Truck Parking Spots; #0352,(239) 693-6868,I-75 Exit 139; 6050 Plaza Dr,Fort Myers,FL,33905,USA
-80.399399,27.4127,Pilot Travel Center; Propane; 100 Truck Parking Spots; #0090,(772) 460-0611,I-95 Exit 129; 7300 West Okeechobee,Fort Pierce,FL,34945,USA
-80.397364,27.449427,Flying J; RV Lanes/RV Dump/Propane; 156 Truck Parking Spots/RV Parking; #0622,(772) 461-0091,I-95 Exit 131 B; 100 North Kings Hwy,Fort Pierce,FL,34945,USA
-81.61638,28.071725,Pilot Travel Center; RV Lanes/RV Dump/Propane; 80 Truck Parking Spots; #0471,(863) 421-3571,Hwy 27 35647 Hwy 27 North,Haines City,FL,33845,USA
-81.764116,30.371514,Pilot Travel Center; 88 Truck Parking Spots; #1047,(904) 786-7844,I-295 Exit 25; 4075 Jones Branch Rd,Jacksonville,FL,32219,USA
-81.493878,30.067481,Pilot Travel Center; 30 Truck Parking Spots; #0091,(904) 826-3618,I-95 Exit 329; 1625 CR 210,Jacksonville,FL,32259,USA
-83.059,30.516,Pilot Travel Center; Propane; 90 Truck Parking Spots; #0500,(386) 638-1635,I-75 Exit 460; 8067 SR 6 West,Jasper,FL,32052,USA
-85.185021,30.707692,Pilot Travel Center; 90 Truck Parking Spots; #0374,(850) 482-2148,I-10 Exit 142; 2209 Hwy 71,Marianna,FL,32448,USA
-80.365579,25.884446,Pilot Travel Center; 65 Truck Parking Spots; #0873,(305) 883-1004,Hwy 27; 12200 NW South River,Medley,FL,33178,USA
-80.244743,25.926072,Pilot Travel Center; 10 Truck Parking Spots; #0897,(305) 623-3434,SR 826; 16650 NW 27th Ave,Miami Gardens,FL,33054,USA
-80.480439,25.760137,Pilot Travel Center; Propane; 30 Truck Parking Spots; #0874,(305) 553-6203,US 41 & SR 997; 17696 SW 8th St,Miami,FL,33194,USA
-84.420887,30.484923,Pilot Travel Center; RV Lanes/RV Dump; 90 Truck Parking Spots; #0425,(850) 576-3200,I-10 Exit 192; 33333 Blue Star Hwy,Midway,FL,32343,USA
-82.159116,29.0254,Pilot Travel Center; 60 Truck Parking Spots; #0293,(352) 347-8555,I-75 Exit 341; 2020 SW 135th St,Ocala,FL,34473,USA
-82.191732,29.267,Pilot Travel Center; 125 Truck Parking Spots/RV Parking; #0424,(352) 867-8300,I-75 Exit 358; 4032 West Hwy 326,Ocala,FL,34482,USA
-82.197491,29.2671,Pilot Travel Center; 130 Truck Parking Spots; #0092,(352) 402-9081,I-75 Exit 358; 4255 NW Hwy 326,Ocala,FL,34482,USA
-80.901888,27.699027,Pilot Travel Center; 40 Truck Parking Spots; #0096,(407) 436-1224,FL Turnpike Exit 193; 3051 SR 60,Okeechobee,FL,34972,USA
-82.0093,26.8948,Pilot Travel Center; 70 Truck Parking Spots; #0094,(941) 637-3974,I-75 Exit 161; 26505 Jones Loop Rd,Punta Gorda,FL,33950,USA
-84.429135,30.493186,Flying J; RV Lanes/RV Dump/Propane; 150 Truck Parking Spots/RV Parking; #0623,(850) 574-1299,I-10 Exit 192; 32670 Blue Star Hwy,Quincy,FL,32343,USA
-80.71512,26.662096,Pilot Travel Center; 24 Truck Parking Spots; #1046,(561) 996-1740,210 Hwy 27,South Bay,FL,33493,USA
-81.344792,29.750093,Flying J; RV Lanes/RV Dump/Propane; 160 Truck Parking Spots/RV Parking; #0626,(904) 794-0426,I-95 Exit 305; 950 SR 206 West,St Augustine,FL,32086,USA
-82.303551,28.009873,Flying J; RV Lanes/RV Dump/Propane; 30 Truck Parking Spots/RV Parking; #0625,(813) 612-9348,I-4 Exit 10; 11555 East Sligh Ave,Tampa,FL,33584,USA
-82.168862,29.814271,Pilot Travel Center; 50 Truck Parking Spots; #1058,(352) 468-1590,17276 NE Hwy 301,Waldo,FL,32694,USA
-82.0953,28.8739,Pilot Travel Center; Propane; 10 Truck Parking Spots; #0095,(352) 748-4486,I-75 Exit 329; 493 East SR 44,Wildwood,FL,34785,USA
-82.090056,28.874241,Pilot Travel Center; 50 Truck Parking Spots; #4556,(352) 748-4354,I-75 Exit 329; 744 E SR 44,Wildwood,FL,34785,USA
-84.086013,31.581479,Pilot Travel Center; 80 Truck Parking Spots; #0260,(229) 878-1355,Hwy 300 & Clark Ave; 310 Cordele Rd,Albany,GA,31705,USA
-84.310671,33.685599,Pilot Travel Center; 100 Truck Parking Spots; #0331,(404) 212-8733,I-285 Exit 51; 2605 Bouldercrest,Atlanta,GA,30316,USA
-82.128265,33.471331,Pilot Travel Center; 30 Truck Parking Spots; #0065,(706) 860-6677,I-20 Exit 194; 4091 Jimmie Dyess Pkwy,Augusta,GA,30909,USA
-82.02955,33.525621,Pilot Travel Center; 90 Truck Parking Spots; #0144,(706) 667-6557,I-20 Exit 200; 2975 Gun Club Rd,Augusta,GA,30907,USA
-83.762659,34.119178,Pilot Travel Center; 70 Truck Parking Spots; #0066,(706) 654-2820,I-85 Exit 129; 5888 Hwy 53,Braselton,GA,30517,USA
-81.579376,31.140733,Flying J; RV Lanes/RV Dump/Propane; 150 Truck Parking Spots/RV Parking; #0627,(912) 280-0006,I-95 Exit 29; 2990 US Hwy 17 South,Brunswick,GA,31523,USA
-83.770592,32.606542,Pilot Travel Center; 150 Truck Parking Spots; #0267,(478) 956-5316,I-75 Exit 146; 2965 Hwy 247C,Byron,GA,31008,USA
-84.935939,34.558868,Pilot Travel Center; 120 Truck Parking Spots; #4558,(706) 625-5580,I-75 Exit 318; 2111 Hwy 41 NE,Calhoun,GA,30701,USA
-83.226751,34.389816,Pilot Travel Center; 80 Truck Parking Spots; #4557,(706) 384-3084,I-20 Exit 116; 11156 Hwy 106,Carnesville,GA,30521,USA
-83.32256,34.347472,Flying J; RV Lanes/RV Dump/Propane; 190 Truck Parking Spots/RV Parking; #0628,(706) 335-6656,I-85 Exit 160; 10226 Old Federal Rd,Carnesville,GA,30521,USA
-84.803035,34.272497,Pilot Travel Center; 100 Truck Parking Spots; #0067,(770) 607-7835,I-75 Exit 296; 968 Cassville-White Rd,Cartersville,GA,30120,USA
-83.746117,31.959825,Pilot Travel Center; RV Lanes/RV Dump/Propane; 60 Truck Parking Spots; #0416,(229) 271-5775,I-75 Exit 101; 2201 East 16th Ave,Cordele,GA,31015,USA
-84.980472,34.654709,Pilot Travel Center; RV Dump; 210 Truck Parking Spots; #0421,(706) 370-4060,I-75 Exit 326; 142 Carbondale Rd,Dalton,GA,30721,USA
-84.997165,34.689033,Pilot Travel Center; 100 Truck Parking Spots; #0319,(706) 277-7934,I-75 Exit 328; 243 Connector 3 SW,Dalton,GA,30720,USA
-82.974526,32.602632,Pilot Travel Center; 20 Truck Parking Spots; #0068,(478) 275-2143,I-16 Exit 51; 2185 US Hwy 441,Dublin,GA,31021,USA
-84.0639,33.207616,Flying J; RV Lanes/RV Dump/Propane; 200 Truck Parking Spots/RV Parking; #0630,(770) 775-0138,I-75 Exit 201; 1125 Bucksnort Rd,Jackson,GA,30233,USA
-84.055973,33.210567,Pilot Travel Center; 150 Truck Parking Spots' #4560.,(770) 504-9206,I-75 Exit 201; 2995 Hwy 36 W,Jackson,GA,30233,USA
-81.655675,30.760224,Pilot Travel Center; 144 Truck Parking Spots; #4562,(912) 576-7858,I-95 Exit 1; 2607 Scrubby Bluff Rd,Kingsland,GA,31548,USA
-85.029688,32.990697,Pilot Travel Center; 60 Truck Parking Spots; #0069,(706) 884-6318,I-85 Exit 13; 2418 Whitesville Rd,LaGrange,GA,30240,USA
-83.189714,30.641139,Flying J; RV Lanes/RV Dump/Propane; 200 Truck Parking Spots/RV Parking; #0631,(229) 559-6500,I-75 Exit 2; 7001 Lake Park Bellville,Lake Park,GA,31636,USA
-83.478267,33.564771,Pilot Travel Center; RV Lanes/RV Dump; 110 Truck Parking Spots; #0420,(706) 343-1455,I-20 Exit 114; 1881 Eatonton Rd,Madison,GA,30650,USA
-84.777167,33.321065,Pilot Travel Center; 95 Truck Parking Spots; #0422,(770) 252-3551,I-85 Exit 41; 1645 South Hwy 29,Newnan,GA,30263,USA
-81.194056,32.18847,Pilot Travel Center; 125 Truck Parking Spots; #0071,(912) 964-7006,I-95 Exit 109; 7001 Hwy 21,Port Wentworth,GA,31407,USA
-84.946864,34.576085,Flying J; RV Lanes/RV Dump/Propane; 200 Truck Parking Spots/RV Parking; #0632,(706) 629-1541,I-75 Exit 320; 288 Resaca Beach Blvd,Resaca,GA,30735,USA
-85.542864,34.7721,Pilot Travel Center; RV Lanes; 150 Truck Parking Spots; #0415,(706) 462-2455,I-59 Exit 4; 319 Deer Head Cover Rd,Rising Fawn,GA,30738,USA
-81.196556,32.076302,Pilot Travel Center; Limited Truck Parking Spots; #0072,(912) 964-5280,I-16 Exit 160; 1504 Dean Forrest Rd,Savannah,GA,31408,USA
-81.651478,30.770454,Pilot Travel Center; 240 Truck Parking Spots; #0575,(9120 576-5424,I-95 Exit 1; 491 St Mary's Rd,St Mary's,GA,31558,USA
-85.285444,33.736118,Pilot Travel Center; 90 Truck Parking Spots; #0312,(770) 574-9922,I-20 Exit 5; 882 Georgia Hwy 100,Tallapoosa,GA,30176,USA
-85.029437,33.719788,Pilot Travel Center; RV Lanes/RV Dump; 140 Truck Parking Spots; #0417,(770) 562-9773,I-20 Exit 19; 625 Carrollton St,Temple,GA,30179,USA
-85.025488,33.719987,Flying J; RV Lanes/RV Dump/Propane; 164 Truck Parking Spots/RV Parking; #0634,(770) 562-4009,I-20 Exit 19; 650 Carrollton St,Temple,GA,30179,USA
-83.517199,31.426546,Pilot Travel Center; 200 Truck Parking Spots; #0192,(229) 382-7295,I-75 Exit 60; 4431 Old Union Rd,Tifton,GA,31794,USA
-83.07848,33.54686,Flying J; RV Lanes/RV Dump/Propane; 189 Truck Parking Spots/RV Parking; #0633,(706) 486-4835,I-20 & Exit 138; 3600 Hwy 77 South,Union Point,GA,30669,USA
-83.272851,30.754816,Pilot Travel Center; 90 Truck Parking Spots; #4561,(229) 293-0388.,I-75 Exit 11; 3460 Madison Hwy,Valdosta,GA,31601,USA
-83.272651,30.752916,Pilot Travel Center; 90 Truck Parking Spots; #0073,(229) 244-8034,I-75 Exit 11; 3495 Madison Hwy,Valdosta,GA,31601,USA
